telep,osszesvalaszto,megjelent,ervenyesegyeni,megjelent%,ervenyesegyeni%,FIDESZ-KDNP,DK-JOBBIK-LMP-MSZP-MOMENTUM-PÁRBESZÉD,MKKP,MEMO,MUNKÁSPÁRT-ISZOMM,NORMÁLIS PÁRT,MI HAZÁNK,Független,VD,IMA,ZÖLDEK PÁRTJA,MAGYAR LIBERÁLIS PÁRT -LIBERÁL,MSZDDSZ,POLGÁRI VÁLASZ,ervenyeslista,ervenyeslista%,DK-JOBBIK-MOMENTUM-MSZP-LMP-PÁRBESZÉD,NORMÁLIS PÁRT,MKKP,MEMO,MI HAZÁNK,FIDESZ-KDNP,teltipus
Martonvásár,4345,3296,3261,75.86,75.05,1790,1148,112,44,14,,153,,,,,,,,3267,75.19,1235,24,159,56,184,1608,Kisváros
Martonyi,276,159,156,57.61,56.52,127,20,2,,,,5,2,,,,,,,157,56.88,20,,1,1,5,130,Falu
Mátészalka,14436,10279,10137,71.2,70.22,5076,3664,,101,,106,1190,,,,,,,,10123,70.12,3615,63,175,87,764,5392,Középváros
Mátételke,397,238,236,59.95,59.45,169,44,3,3,,,17,,,,,,,,236,59.45,43,,1,1,21,170,Falu
Mátraballa,617,478,470,77.47,76.18,209,234,,,,,24,3,,,,,,,470,76.18,183,6,3,1,34,243,Falu
Mátraderecske,1494,1017,1006,68.07,67.34,533,427,,4,,,35,7,,,,,,,1009,67.54,384,10,8,5,51,551,Falu
Mátramindszent,603,408,405,67.66,67.16,248,127,7,,2,1,20,,,,,,,,406,67.33,117,2,7,,23,257,Falu
Mátranovák,1324,848,837,64.05,63.22,503,243,12,5,1,7,66,,,,,,,,842,63.6,236,6,13,3,60,524,Falu
Mátraszele,740,486,473,65.68,63.92,284,142,9,4,2,5,27,,,,,,,,477,64.46,131,5,6,4,34,297,Falu
Mátraszentimre,351,245,240,69.8,68.38,116,98,,4,,,16,6,,,,,,,244,69.52,87,3,9,2,21,116,Falu
Mátraszőlős,1178,781,769,66.3,65.28,402,277,11,2,2,10,65,,,,,,,,772,65.53,242,11,16,7,66,430,Falu
Mátraterenye,1377,830,821,60.28,59.62,490,237,15,6,7,7,59,,,,,,,,826,59.99,220,7,15,4,64,516,Falu
Mátraverebély,1430,838,813,58.6,56.85,533,215,9,6,2,7,41,,,,,,,,824,57.62,198,4,9,3,36,574,Falu
Mátyásdomb,582,375,367,64.43,63.06,258,73,5,6,,4,21,,,,,,,,369,63.4,72,3,3,4,23,264,Falu
Matty,245,163,162,66.53,66.12,132,21,3,1,,,4,1,,,,,,,163,66.53,20,4,2,,8,129,Falu
Mátyus,207,109,105,52.66,50.72,93,10,,1,,,1,,,,,,,,107,51.69,8,,1,,1,96,Falu
Máza,947,597,587,63.04,61.99,288,225,,16,2,,56,,,,,,,,582,61.46,200,5,6,2,41,257,Falu
Mecseknádasd,1282,884,873,68.95,68.1,507,307,,9,1,,49,,,,,,,,856,66.77,213,7,14,5,51,360,Falu
Mecsekpölöske,335,210,208,62.69,62.09,121,60,14,3,,,8,2,,,,,,,209,62.39,65,,12,5,10,117,Falu
Mecsér,500,381,369,76.2,73.8,252,76,12,4,,3,22,,,,,,,,379,75.8,80,7,12,4,26,250,Falu
Medgyesbodzás,731,469,461,64.16,63.06,248,166,8,6,1,3,28,1,,,,,,,464,63.47,150,2,10,5,40,257,Falu
Medgyesegyháza,2734,1770,1742,64.74,63.72,849,702,35,10,3,6,123,14,,,,,,,1746,63.86,624,13,54,15,165,861,Falu
Medina,589,379,374,64.35,63.5,250,84,13,,1,,26,,,,,,,,374,63.5,75,,9,1,26,261,Falu
Megyaszó,1895,1128,1117,59.53,58.94,831,257,,9,4,3,,13,,,,,,,1115,58.84,232,5,9,11,49,809,Falu
Megyehíd,259,186,183,71.81,70.66,107,55,,3,,,18,,,,,,,,185,71.43,50,1,5,1,15,113,Falu
Megyer,21,16,16,76.19,76.19,13,1,,1,,,,1,,,,,,,16,76.19,1,,1,1,,13,Falu
Meggyeskovácsi,554,331,323,59.75,58.3,230,74,,2,,,17,,,,,,,,325,58.66,76,1,3,,20,225,Falu
Méhkerék,1657,1205,1184,72.72,71.45,728,412,7,7,4,4,22,,,,,,,,1187,71.64,397,4,7,9,29,730,Falu
Méhtelek,534,347,342,64.98,64.04,268,66,,2,,,5,,,1,,,,,345,64.61,62,,4,2,5,272,Falu
Mekényes,221,135,129,61.09,58.37,66,49,,6,,,8,,,,,,,,130,58.82,45,,3,4,9,69,Falu
Mélykút,3980,2355,2311,59.17,58.07,1394,612,,49,,,256,,,,,,,,2319,58.27,619,16,57,23,269,1334,Kisváros
Mencshely,231,176,170,76.19,73.59,108,50,8,1,,1,2,,,,,,,,170,73.59,55,1,8,,4,102,Falu
Mende,3332,2306,2272,69.21,68.19,1203,766,86,60,,,157,,,,,,,,2275,68.28,762,13,93,43,155,1209,Falu
Méra,1153,668,649,57.94,56.29,415,158,11,2,12,2,46,3,,,,,,,651,56.46,163,2,10,5,53,418,Falu
Merenye,184,136,133,73.91,72.28,107,24,,,,,2,,,,,,,,134,72.83,24,,2,,5,102,Falu
Mérges,78,63,62,80.77,79.49,52,7,,3,,,,,,,,,,,62,79.49,6,,3,,1,52,Falu
Mérk,1627,1035,1024,63.61,62.94,827,131,10,7,,8,41,,,,,,,,1028,63.18,133,6,11,4,37,834,Falu
Mernye,1070,715,711,66.82,66.45,446,230,,15,6,14,,,,,,,,,712,66.54,232,8,7,12,49,404,Falu
Mersevát,463,367,366,79.27,79.05,255,76,5,3,,2,25,,,,,,,,366,79.05,86,4,4,3,22,247,Falu
Mesterháza,132,96,93,72.73,70.45,58,24,2,,,,9,,,,,,,,94,71.21,22,,3,,11,58,Falu
Mesteri,174,131,128,75.29,73.56,92,19,3,1,,,13,,,,,,,,128,73.56,14,2,6,,14,92,Falu
Mesterszállás,556,394,388,70.86,69.78,229,122,8,,3,,26,,,,,,,,389,69.96,105,1,13,1,34,235,Falu
Meszes,140,96,95,68.57,67.86,63,21,2,,,,8,,,,1,,,,96,68.57,23,1,2,,9,61,Falu
Meszlen,171,132,132,77.19,77.19,91,26,5,2,,1,7,,,,,,,,131,76.61,23,1,7,2,7,91,Falu
Mesztegnyő,997,627,620,62.89,62.19,366,219,,,,,35,,,,,,,,622,62.39,177,5,5,1,44,390,Falu
Mezőberény,7824,4858,4773,62.09,61,2494,1667,131,53,,41,387,,,,,,,,4781,61.11,1634,54,133,56,373,2445,Kisváros
Mezőcsát,4586,2742,2695,59.79,58.77,1815,656,24,27,8,13,145,7,,,,,,,2697,58.81,709,18,26,33,166,1744,Kisváros
Mezőcsokonya,922,530,519,57.48,56.29,340,139,,7,,,33,,,,,,,,529,57.38,131,2,13,5,36,342,Falu
Meződ,101,59,57,58.42,56.44,33,14,1,1,,,8,,,,,,,,59,58.42,17,1,1,,8,32,Falu
Mezőfalva,3713,2236,2206,60.22,59.41,1163,734,56,24,,31,198,,,,,,,,2213,59.6,711,23,59,22,215,1134,Falu
Mezőgyán,753,510,506,67.73,67.2,355,133,6,6,,2,4,,,,,,,,503,66.8,130,3,5,2,8,355,Falu
Mezőhegyes,4000,2445,2398,61.13,59.95,1044,1178,33,8,3,11,103,18,,,,,,,2406,60.15,1121,18,40,12,138,1075,Falu
Mezőhék,259,162,156,62.55,60.23,104,30,2,,,,20,,,,,,,,159,61.39,34,1,5,1,16,102,Falu
Mezőkeresztes,2863,1814,1778,63.36,62.1,951,515,13,58,,14,210,17,,,,,,,1786,62.38,583,19,26,56,206,896,Falu
Mezőkomárom,709,451,446,63.61,62.91,308,86,9,2,,7,34,,,,,,,,446,62.91,89,5,9,3,32,308,Falu
Mezőkovácsháza,4506,2884,2840,64,63.03,1425,1154,36,14,3,8,177,23,,,,,,,2840,63.03,1043,21,55,25,220,1465,Kisváros
Mezőkövesd,14515,10731,10572,73.93,72.83,5778,3399,279,116,24,62,804,110,,,,,,,10578,72.88,3800,88,369,108,976,5236,Középváros
Mezőladány,805,441,435,54.78,54.04,352,51,,6,3,,23,,,,,,,,439,54.53,56,2,8,3,26,344,Falu
Mezőlak,742,515,499,69.41,67.25,348,105,7,,,,39,,,,,,,,500,67.39,100,2,10,2,43,343,Falu
Mezőnagymihály,797,542,527,68.01,66.12,342,140,3,5,,2,34,1,,,,,,,533,66.88,153,,8,8,43,321,Falu
Mezőnyárád,1310,896,883,68.4,67.4,449,260,26,11,1,9,112,15,,,,,,,885,67.56,309,10,30,7,105,424,Falu
Mezőörs,758,522,515,68.87,67.94,382,88,,7,,4,34,,,,,,,,519,68.47,93,3,14,4,39,366,Falu
Mezőpeterd,533,301,300,56.47,56.29,182,67,,2,,1,10,38,,,,,,,300,56.29,72,2,4,1,11,210,Falu
Mezősas,472,271,266,57.42,56.36,142,64,,1,,,15,44,,,,,,,268,56.78,67,1,5,,22,173,Falu
Mezőszemere,831,467,454,56.2,54.63,328,78,9,,,2,37,,,,,,,,458,55.11,81,2,9,,32,334,Falu
Mezőszentgyörgy,1018,549,532,53.93,52.26,362,100,12,5,,4,49,,,,,,,,542,53.24,118,6,7,4,40,366,Falu
Mezőszilas,1649,960,947,58.22,57.43,684,175,28,9,,7,44,,,,,,,,955,57.91,182,8,23,10,45,687,Falu
Mezőtárkány,1198,713,700,59.52,58.43,507,133,9,5,,6,40,,,,,,,,703,58.68,131,7,9,3,40,513,Falu
Mezőtúr,12946,8530,8447,65.89,65.25,4532,3312,103,,16,50,434,,,,,,,,8443,65.22,3140,81,233,69,637,4283,Középváros
Mezőzombor,1719,1039,1023,60.44,59.51,745,253,,6,4,8,,7,,,,,,,1023,59.51,230,5,12,5,52,719,Falu
Miháld,572,380,379,66.43,66.26,250,87,10,4,1,6,21,,,,,,,,380,66.43,93,6,6,2,20,253,Falu
Mihályfa,281,212,211,75.44,75.09,158,33,4,,,2,14,,,,,,,,210,74.73,31,2,3,3,12,159,Falu
Mihálygerge,445,306,305,68.76,68.54,166,101,2,4,4,3,25,,,,,,,,305,68.54,102,1,5,3,25,169,Falu
Mihálygerge,445,306,305,68.76,68.54,166,101,2,4,4,3,25,,,,,,,,305,68.54,102,1,5,3,25,169,Falu
Mihályháza,618,401,390,64.89,63.11,260,101,2,,,,27,,,,,,,,392,63.43,88,4,4,,34,261,Falu
Mihályi,883,705,698,79.84,79.05,563,98,,5,,,29,,,,,3,,,698,79.05,104,2,9,4,35,544,Falu
Mike,450,232,226,51.56,50.22,163,48,,3,,,12,,,,,,,,226,50.22,37,1,5,4,13,166,Falu
Mikebuda,581,354,343,60.93,59.04,234,62,19,6,,,22,,,,,,,,351,60.41,62,2,17,8,22,240,Falu
Mikekarácsonyfa,218,125,121,57.34,55.5,100,11,3,,,1,6,,,,,,,,122,55.96,9,1,1,,6,105,Falu
Mikepércs,3862,2591,2559,67.09,66.26,1596,636,,29,8,29,161,100,,,,,,,2576,66.7,662,32,77,33,153,1619,Kisváros
Miklósi,146,108,106,73.97,72.6,85,17,,3,,1,,,,,,,,,107,73.29,20,1,2,1,10,73,Falu
Mikófalva,561,362,359,64.53,63.99,238,87,,1,,,30,3,,,,,,,354,63.1,86,3,8,,35,222,Falu
Mikóháza,420,312,301,74.29,71.67,148,113,7,3,1,2,26,1,,,,,,,309,73.57,106,3,5,2,28,146,Falu
Mikosszéplak,250,150,148,60,59.2,123,20,,1,,,4,,,,,,,,148,59.2,17,,,1,5,125,Falu
Milejszeg,248,182,175,73.39,70.56,125,34,2,3,,1,10,,,,,,,,177,71.37,35,1,2,3,11,125,Falu
Milota,680,465,454,68.38,66.76,372,61,,1,,4,14,,,2,,,,,459,67.5,56,1,1,1,11,389,Falu
Mindszent,5315,3428,3388,64.5,63.74,1954,932,,52,,,360,90,,,,,,,3399,63.95,927,14,104,35,353,1966,Kisváros
Mindszentgodisa,604,383,376,63.41,62.25,261,95,2,3,,,11,4,,,,,,,375,62.09,88,2,1,3,7,251,Falu
Mindszentkálla,193,141,140,73.06,72.54,81,48,8,3,,,,,,,,,,,139,72.02,39,2,10,1,6,81,Falu
Misefa,227,170,167,74.89,73.57,89,57,6,,,2,13,,,,,,,,167,73.57,53,2,7,4,13,88,Falu
Miske,1325,820,813,61.89,61.36,486,258,,32,,3,34,,,,,,,,816,61.58,245,5,17,10,42,470,Falu
Miskolc,123272,83468,82488,67.71,66.92,36119,35721,2265,1363,262,518,6240,,,,,,,,82628,67.03,35809,621,2584,1078,5636,36746,Nagyváros
Miszla,220,173,168,78.64,76.36,122,36,,2,,1,7,,,,,,,,170,77.27,31,,1,2,8,128,Falu
Mocsa,1734,1234,1224,71.16,70.59,788,302,28,18,,10,78,,,,,,,,1223,70.53,289,10,28,18,98,780,Falu
Mogyoród,274,181,178,66.06,64.96,133,27,,1,,4,13,,,,,,,,180,65.69,35,1,3,1,16,118,Falu
Mogyorósbánya,5831,4349,4315,74.58,74,2161,1538,166,62,,30,284,74,,,,,,,4320,74.09,1545,30,170,61,275,2237,Kisváros
Mogyoróska,710,533,528,75.07,74.37,244,220,14,,,8,30,12,,,,,,,526,74.08,205,7,18,2,42,251,Falu
Moha,70,54,54,77.14,77.14,32,17,1,1,,,3,,,,,,,,54,77.14,15,,1,1,2,35,Falu
Mohács,436,330,328,75.69,75.23,159,96,20,7,1,5,40,,,,,,,,324,74.31,98,3,18,7,42,156,Falu
Mohora,16118,10982,10821,68.14,67.14,6090,3543,,173,35,,980,,,,,,,,10810,67.07,3303,59,257,116,855,5893,Középváros
Molnári,709,425,420,59.94,59.24,229,64,5,7,8,,107,,,,,,,,421,59.38,87,1,3,6,57,267,Falu
Molnaszecsőd,574,394,385,68.64,67.07,225,121,6,5,,4,24,,,,,,,,383,66.72,106,3,10,4,25,224,Falu
Molvány,335,262,258,78.21,77.01,200,39,,2,,,17,,,,,,,,259,77.31,39,2,4,,15,199,Falu
Monaj,142,91,91,64.08,64.08,56,21,,1,,,10,3,,,,,,,90,63.38,22,,,1,11,56,Falu
Monok,180,112,107,62.22,59.44,76,21,,,,,9,,,,1,,,,108,60,19,2,2,1,8,76,Falu
Monor,1163,777,770,66.81,66.21,492,257,,9,4,3,,5,,,,,,,774,66.55,254,3,9,8,34,466,Falu
Monorierdő,16012,11420,11283,71.32,70.47,6674,3339,330,139,,,801,,,,,,,,11317,70.68,3518,69,399,127,817,6376,Középváros
Mónosbél,3953,2626,2591,66.43,65.55,1456,725,110,38,,,262,,,,,,,,2598,65.72,798,13,104,34,243,1405,Kisváros
Monostorapáti,280,193,191,68.93,68.21,100,68,,4,,,17,2,,,,,,,191,68.21,69,3,4,,21,94,Falu
Monostorpályi,893,641,630,71.78,70.55,394,218,10,2,,,,6,,,,,,,635,71.11,161,4,18,2,33,417,Falu
Monoszló,1746,1019,1000,58.36,57.27,634,219,,5,1,7,84,50,,,,,,,999,57.22,232,8,25,8,100,626,Falu
Monyoród,82,67,67,81.71,81.71,34,25,4,1,,,3,,,,,,,,67,81.71,22,1,3,1,4,36,Falu
Mór,140,101,99,72.14,70.71,54,37,,,1,,7,,,,,,,,99,70.71,28,1,9,1,10,47,Falu
Mórágy,10759,8126,8016,75.53,74.51,4460,2288,210,51,23,79,905,,,,,,,,8000,74.36,2325,67,183,56,881,4386,Kisváros
Mórahalom,574,396,388,68.99,67.6,250,96,,6,,4,32,,,,,,,,389,67.77,87,4,12,3,32,223,Falu
Móricgát,5034,3687,3620,73.24,71.91,2042,863,75,35,,25,580,,,,,,,,3639,72.29,898,23,85,33,447,2150,Kisváros
Mórichida,350,255,253,72.86,72.29,193,44,3,5,,,8,,,,,,,,252,72,45,,6,4,13,184,Falu
Mosdós,666,527,523,79.13,78.53,422,74,,7,,,20,,,,,,,,522,78.38,78,1,10,9,26,398,Falu
Mosonmagyaróvár,696,427,426,61.35,61.21,263,88,6,11,,,31,27,,,,,,,424,60.92,112,2,6,6,34,264,Falu
Mosonszentmiklós,26028,18383,18124,70.63,69.63,9618,6769,548,256,,148,785,,,,,,,,18196,69.91,6879,166,632,226,959,9248,Középváros
Mosonszolnok,2021,1374,1358,67.99,67.19,876,327,46,22,,5,82,,,,,,,,1365,67.54,333,5,48,23,84,871,Falu
Mosonudvar,1367,982,967,71.84,70.74,622,270,21,11,,6,37,,,,,,,,968,70.81,265,7,30,9,36,621,Falu
Mozsgó,349,221,218,63.32,62.46,127,58,7,6,,1,19,,,,,,,,221,63.32,59,,6,7,18,131,Falu
Mőcsény,689,401,390,58.2,56.6,251,90,9,3,,,32,5,,,,,,,395,57.33,93,3,9,1,39,250,Falu
Mucsfa,285,202,202,70.88,70.88,164,25,,,,5,8,,,,,,,,202,70.88,24,1,3,,10,164,Falu
Mucsi,326,179,178,54.91,54.6,146,18,,1,,1,12,,,,,,,,174,53.37,18,2,3,,11,140,Falu
Múcsony,2242,1350,1325,60.21,59.1,678,493,29,8,7,9,93,,,2,6,,,,1329,59.28,464,14,36,13,106,694,Falu
Muhi,388,285,277,73.45,71.39,157,78,8,,,4,30,,,,,,,,280,72.16,86,6,10,,36,142,Falu
Murakeresztúr,1342,852,842,63.49,62.74,497,248,9,10,3,18,57,,,,,,,,848,63.19,235,15,11,6,64,502,Falu
Murarátka,186,136,135,73.12,72.58,85,39,3,,,1,7,,,,,,,,135,72.58,37,,3,2,9,84,Falu
Muraszemenye,364,251,243,68.96,66.76,161,57,5,,2,4,14,,,,,,,,245,67.31,49,3,3,,17,173,Falu
Murga,51,39,39,76.47,76.47,29,8,,,,1,1,,,,,,,,39,76.47,8,,,1,1,25,Falu
Murony,957,635,631,66.35,65.94,340,205,11,7,,2,66,,,,,,,,630,65.83,206,4,9,7,63,341,Falu
Nábrád,706,502,497,71.1,70.4,310,144,,10,,8,22,,,3,,,,,496,70.25,119,4,5,3,27,338,Falu
Nadap,529,431,420,81.47,79.4,236,133,24,6,,,21,,,,,,,,419,79.21,135,,30,5,18,229,Falu
Nádasd,1071,811,806,75.72,75.26,599,145,,9,,,53,,,,,,,,811,75.72,137,3,17,3,57,594,Falu
Nádasdladány,1415,932,923,65.87,65.23,521,248,29,9,4,7,105,,,,,,,,927,65.51,244,6,28,14,112,523,Falu
Nádudvar,6771,4173,4104,61.63,60.61,2679,1158,,22,4,24,217,,,,,,,,4127,60.95,1091,31,81,24,281,2619,Kisváros
Nágocs,446,268,266,60.09,59.64,170,71,,11,5,9,,,,,,,,,264,59.19,68,3,7,8,14,164,Falu
Nagyacsád,517,358,353,69.25,68.28,190,124,6,4,,,29,,,,,,,,357,69.05,115,3,6,5,36,190,Falu
Nagyalásony,404,273,269,67.57,66.58,209,43,4,2,,,11,,,,,,,,271,67.08,45,1,3,1,15,206,Falu
Nagyar,514,309,302,60.12,58.75,234,40,,,,5,23,,,,,,,,304,59.14,33,1,1,,19,250,Falu
Nagyatád,8272,5726,5672,69.22,68.57,2292,3109,,53,,,218,,,,,,,,5654,68.35,2580,30,95,44,309,2573,Kisváros
Nagybajcs,838,666,662,79.47,79,402,168,20,26,,,46,,,,,,,,665,79.36,166,8,27,17,55,392,Falu
Nagybajom,2436,1425,1404,58.5,57.64,897,447,,12,,,48,,,,,,,,1404,57.64,368,4,17,9,67,939,Falu
Nagybakónak,315,224,219,71.11,69.52,148,48,2,1,1,4,15,,,,,,,,220,69.84,51,4,2,1,17,145,Falu
Nagybánhegyes,970,661,651,68.14,67.11,378,231,6,2,1,2,29,2,,,,,,,651,67.11,210,1,5,1,40,361,Falu
Nagybaracska,1815,1033,1015,56.91,55.92,674,242,11,5,,,83,,,,,,,,1011,55.7,209,8,18,4,75,697,Falu
Nagybarca,682,405,400,59.38,58.65,201,157,7,4,,8,20,,,2,1,,,,398,58.36,158,8,11,1,21,199,Falu
Nagybárkány,478,369,361,77.2,75.52,298,49,,,,,14,,,,,,,,367,76.78,45,1,,,13,308,Falu
Nagyberény,1089,699,680,64.19,62.44,436,208,,12,9,15,,,,,,,,,690,63.36,179,6,18,6,53,428,Falu
Nagyberki,1108,706,689,63.72,62.18,385,167,10,23,2,,60,42,,,,,,,696,62.82,207,4,11,12,57,405,Falu
Nagybörzsöny,485,312,308,64.33,63.51,208,73,8,,3,2,14,,,,,,,,296,61.03,68,,3,,14,162,Falu
Nagybudmér,142,109,109,76.76,76.76,85,15,,3,,,6,,,,,,,,108,76.06,8,,2,4,2,70,Falu
Nagycenk,1942,1486,1463,76.52,75.33,849,470,,31,,,113,,,,,,,,1478,76.11,443,12,53,24,112,829,Falu
Nagycsány,103,73,71,70.87,68.93,32,35,,,,,3,1,,,,,,,71,68.93,35,,,,3,33,Falu
Nagycsécs,611,379,373,62.03,61.05,276,70,3,3,2,3,13,3,,,,,,,376,61.54,78,4,6,1,15,272,Falu
Nagycsepely,268,212,210,79.1,78.36,137,57,,9,1,6,,,,,,,,,208,77.61,57,3,2,2,14,130,Falu
Nagycserkesz,1209,714,706,59.06,58.4,505,131,,3,,7,55,5,,,,,,,709,58.64,123,6,13,4,47,516,Falu
Nagydém,259,177,175,68.34,67.57,132,29,1,,,,13,,,,,,,,177,68.34,25,1,1,,12,138,Falu
Nagydobos,1594,914,893,57.34,56.02,666,177,,3,,1,44,,,2,,,,,891,55.9,144,2,12,3,51,679,Falu
Nagydobsza,442,229,213,51.81,48.19,151,40,5,,,,11,6,,,,,,,229,51.81,50,3,3,,9,154,Falu
Nagydorog,2022,1253,1240,61.97,61.33,885,245,,6,,21,83,,,,,,,,1239,61.28,251,11,22,6,89,856,Falu
Nagyecsed,4719,2615,2573,55.41,54.52,1896,471,,5,,19,182,,,,,,,,2582,54.71,434,19,10,6,134,1979,Kisváros
Nagyér,382,223,223,58.38,58.38,142,69,2,,,,10,,,,,,,,222,58.12,62,,4,1,19,136,Falu
Nagyesztergár,918,628,618,68.41,67.32,396,139,16,11,,,56,,,,,,,,614,66.88,126,1,15,8,53,360,Falu
Nagyfüged,1245,710,703,57.03,56.47,542,124,,7,1,,29,,,,,,,,707,56.79,117,4,14,3,36,533,Falu
Nagygeresd,206,162,162,78.64,78.64,106,49,1,,,1,5,,,,,,,,162,78.64,49,2,2,,6,103,Falu
Nagygörbő,131,95,91,72.52,69.47,58,24,4,,,,5,,,,,,,,93,70.99,23,,4,1,5,60,Falu
Nagygyimót,447,342,339,76.51,75.84,264,55,2,3,,,15,,,,,,,,340,76.06,53,,4,3,25,254,Falu
Nagyhajmás,230,144,130,62.61,56.52,81,32,,3,,,14,,,,,,,,135,58.7,25,,9,,7,74,Falu
Nagyhalász,4375,2566,2525,58.65,57.71,1741,580,,23,9,17,155,,,,,,,,2531,57.85,616,16,29,16,159,1694,Kisváros
Nagyharsány,1147,700,689,61.03,60.07,448,178,,25,2,,36,,,,,,,,691,60.24,177,2,13,9,36,451,Falu
Nagyhegyes,2299,1630,1603,70.9,69.73,967,431,,27,2,30,146,,,,,,,,1605,69.81,404,22,43,22,145,963,Falu
Nagyhódos,116,76,69,65.52,59.48,54,11,,1,,,3,,,,,,,,71,61.21,10,,,1,4,56,Falu
Nagyhuta,49,39,38,79.59,77.55,25,9,3,,,1,,,,,,,,,37,75.51,9,,3,,1,20,Falu
Nagyigmánd,2314,1643,1617,71,69.88,1058,412,27,23,,3,94,,,,,,,,1626,70.27,390,12,40,10,98,1076,Falu
Nagyiván,814,544,538,66.83,66.09,379,137,,3,3,,16,,,,,,,,538,66.09,134,5,5,,23,371,Falu
Nagykálló,7491,4725,4659,63.08,62.19,2529,1664,61,55,,92,258,,,,,,,,4660,62.21,1587,87,74,44,251,2617,Kisváros
Nagykamarás,989,592,582,59.86,58.85,310,207,11,5,,3,37,9,,,,,,,582,58.85,181,3,15,5,49,322,Falu
Nagykanizsa,38172,27298,26965,71.51,70.64,12330,12141,628,199,64,287,1316,,,,,,,,27039,70.83,11457,244,762,202,1636,12708,Középváros
Nagykapornak,707,464,464,65.63,65.63,239,164,13,,,10,38,,,,,,,,462,65.35,148,6,19,6,44,239,Falu
Nagykarácsony,1105,720,710,65.16,64.25,470,160,16,6,,9,49,,,,,,,,708,64.07,161,9,14,6,52,466,Falu
Nagykáta,11284,7873,7765,69.77,68.81,4223,2616,229,89,,73,535,,,,,,,,7797,69.1,2484,58,224,83,541,4406,Kisváros
Nagykereki,1021,540,535,52.89,52.4,438,45,,1,3,3,25,20,,,,,,,536,52.5,52,2,1,1,29,451,Falu
Nagykeresztúr,211,149,149,70.62,70.62,103,43,1,,,,2,,,,,,,,149,70.62,36,,4,,3,106,Falu
Nagykinizs,217,145,142,66.82,65.44,93,44,,2,2,,,1,,,,,,,142,65.44,45,1,1,1,4,90,Falu
Nagykónyi,790,488,479,61.77,60.63,322,91,,6,,8,52,,,,,,,,477,60.38,94,3,7,1,44,328,Falu
Nagykorpád,18474,11905,11680,64.44,63.22,6886,3474,272,141,,83,824,,,,,,,,11760,63.66,3474,92,272,132,760,7029,Középváros
Nagykovácsi,375,242,240,64.53,64,169,61,,2,,,8,,,,,,,,241,64.27,54,4,,1,8,174,Falu
Nagykozár,5994,4972,4935,82.95,82.33,2180,2359,170,40,,21,165,,,,,,,,4909,81.9,2168,22,320,39,191,2109,Kisváros
Nagykökényes,1547,1197,1183,77.38,76.47,544,420,61,36,10,23,75,14,,,,,,,1183,76.47,423,15,63,21,79,508,Falu
Nagykölked,462,348,343,75.32,74.24,224,66,,5,2,,46,,,,,,,,339,73.38,71,,12,2,37,217,Falu
Nagykőrös,116,86,85,74.14,73.28,63,19,,1,,,2,,,,,,,,86,74.14,18,,1,1,5,61,Falu
Nagykörű,1258,773,762,61.45,60.57,492,202,15,5,2,3,42,,,,,,,1,760,60.41,198,5,22,7,38,489,Falu
Nagykutas,351,275,269,78.35,76.64,186,47,10,4,,1,14,6,,1,,,,,273,77.78,46,1,17,4,17,188,Falu
Nagylak,349,258,255,73.93,73.07,191,44,3,1,4,,12,,,,,,,,256,73.35,51,5,7,1,13,167,Falu
Nagylengyel,402,299,295,74.38,73.38,167,79,8,6,,7,21,5,,2,,,,,295,73.38,86,7,6,5,23,168,Falu
Nagylóc,1109,770,756,69.43,68.17,524,121,10,8,3,2,88,,,,,,,,766,69.07,123,5,9,5,77,547,Falu
Nagylók,823,490,483,59.54,58.69,282,144,12,1,,11,33,,,,,,,,485,58.93,143,4,13,1,41,283,Falu
Nagylózs,795,584,572,73.46,71.95,372,147,,8,,,45,,,,,,,,573,72.08,142,7,20,12,40,348,Falu
Nagymágocs,2253,1382,1353,61.34,60.05,763,360,,50,,,156,24,,,,,,,1356,60.19,380,7,18,25,150,776,Falu
Nagymányok,1783,1239,1224,69.49,68.65,741,369,,25,,22,67,,,,,,,,1230,68.98,356,14,23,24,80,689,Falu
Nagymaros,3923,2977,2938,75.89,74.89,1701,875,136,27,1,15,183,,,,,,,,2953,75.27,819,18,172,36,180,1689,Kisváros
Nagymizdó,98,86,85,87.76,86.73,69,9,,2,,,5,,,,,,,,85,86.73,7,,,,8,70,Falu
Nagynyárád,554,415,412,74.91,74.37,315,67,,10,1,,19,,,,,,,,410,74.01,69,2,8,4,22,253,Falu
Nagyoroszi,1523,900,890,59.09,58.44,501,223,16,6,14,4,126,,,,,,,,886,58.17,241,3,12,6,96,528,Falu
Nagypáli,408,316,314,77.45,76.96,171,92,18,3,,1,19,10,,,,,,,312,76.47,94,2,17,5,18,176,Falu
Nagypall,293,199,193,67.92,65.87,143,32,,3,2,,13,,,,,,,,195,66.55,34,1,3,2,15,126,Falu
Nagypeterd,527,347,345,65.84,65.46,166,138,13,3,,,21,4,,,,,,,343,65.09,137,9,11,6,21,159,Falu
Nagypirit,224,153,151,68.3,67.41,110,28,2,1,,,10,,,,,,,,150,66.96,25,1,1,4,13,106,Falu
Nagyrábé,1645,982,967,59.7,58.78,615,181,,12,3,8,55,93,,,,,,,969,58.91,208,15,18,7,70,651,Falu
